,날짜,종목,종목코드,종가,수익률
237,2014-04-01,엘엑스인터내셔널,001120,28150.0,-0.316747572815534
238,2015-04-01,엘엑스인터내셔널,001120,37250.0,0.32326820603907636
239,2016-04-01,엘엑스인터내셔널,001120,34950.0,-0.06174496644295302
240,2017-04-03,엘엑스인터내셔널,001120,31350.0,-0.10300429184549353
241,2018-04-02,엘엑스인터내셔널,001120,27250.0,-0.1307814992025519
242,2019-04-01,엘엑스인터내셔널,001120,16650.0,-0.3889908256880734
243,2020-04-01,엘엑스인터내셔널,001120,8890.0,-0.46606606606606604
244,2021-04-01,엘엑스인터내셔널,001120,31100.0,2.498312710911136
245,2022-04-01,엘엑스인터내셔널,001120,34800.0,0.11897106109324751
246,2023-04-03,엘엑스인터내셔널,001120,29400.0,-0.15517241379310343
247,2013-04-01,엘지,003550,60742.0,
248,2014-04-01,엘지,003550,54885.0,-0.09642422047347798
249,2015-04-01,엘지,003550,56113.0,0.022374054841942215
250,2016-04-01,엘지,003550,63387.0,0.12963127973909794
251,2017-04-03,엘지,003550,65276.0,0.029801063309511377
252,2018-04-02,엘지,003550,82280.0,0.26049390281267226
253,2019-04-01,엘지,003550,73117.0,-0.11136363636363633
254,2020-04-01,엘지,003550,52429.0,-0.2829437750454751
255,2021-04-01,엘지,003550,86248.0,0.6450437734841405
256,2022-04-01,엘지,003550,76200.0,-0.1165012522029496
257,2023-04-03,엘지,003550,83200.0,0.09186351706036744
258,2013-04-01,엘지생활건강,051900,607000.0,
259,2014-04-01,엘지생활건강,051900,454000.0,-0.25205930807248766
260,2015-04-01,엘지생활건강,051900,840000.0,0.8502202643171806
261,2016-04-01,엘지생활건강,051900,971000.0,0.15595238095238084
262,2017-04-03,엘지생활건강,051900,819000.0,-0.15653964984552005
263,2018-04-02,엘지생활건강,051900,1251000.0,0.5274725274725274
264,2019-04-01,엘지생활건강,051900,1415000.0,0.1310951239008793
265,2020-04-01,엘지생활건강,051900,1071000.0,-0.2431095406360424
266,2021-04-01,엘지생활건강,051900,1578000.0,0.473389355742297
267,2022-04-01,엘지생활건강,051900,896000.0,-0.43219264892268694
268,2023-04-03,엘지생활건강,051900,600000.0,-0.3303571428571429
269,2022-04-01,엘지에너지솔루션,373220,428000.0,
270,2023-04-03,엘지에너지솔루션,373220,586000.0,0.3691588785046729
271,2013-04-01,엘지유플러스,032640,8030.0,
272,2014-04-01,엘지유플러스,032640,10450.0,0.3013698630136987
273,2015-04-01,엘지유플러스,032640,10750.0,0.028708133971291794
274,2016-04-01,엘지유플러스,032640,11100.0,0.032558139534883734
275,2017-04-03,엘지유플러스,032640,14550.0,0.31081081081081074
276,2018-04-02,엘지유플러스,032640,12250.0,-0.15807560137457044
277,2019-04-01,엘지유플러스,032640,15600.0,0.273469387755102
278,2020-04-01,엘지유플러스,032640,10550.0,-0.3237179487179487
279,2021-04-01,엘지유플러스,032640,12250.0,0.16113744075829395
280,2022-04-01,엘지유플러스,032640,14000.0,0.1428571428571428
281,2023-04-03,엘지유플러스,032640,10840.0,-0.22571428571428576
282,2013-04-01,엘지화학,051910,267500.0,
